trade_date,open,high,low,close,adjusted_close,volume
2026-04-22,112.0552,112.7276,111.3275,111.9995,111.9995,2142933
2026-04-23,112.2047,112.8779,111.4102,112.0827,112.0827,2165006
2026-04-24,112.2736,112.9473,111.4204,112.0930,112.0930,2186940
2026-04-27,112.2745,112.9482,111.3743,112.0466,112.0466,2208508
2026-04-28,112.2321,112.9055,111.2994,111.9712,111.9712,2229494
2026-04-29,112.1804,112.8535,111.2312,111.9026,111.9026,2249697
2026-04-30,112.1584,112.8313,111.2097,111.8810,111.8810,2268939
2026-05-01,112.2057,112.8790,111.2741,111.9458,111.9458,2287067
2026-05-04,112.3579,113.0320,111.4585,112.1313,112.1313,2303959
2026-05-05,112.6417,113.3175,111.7877,112.4625,112.4625,2319530
2026-05-06,113.0720,113.7504,112.2737,112.9514,112.9514,2099978
2026-05-07,113.6496,114.3315,112.9140,113.5956,113.5956,2112791
2026-05-08,114.3609,115.0640,113.6747,114.3777,114.3777,2124244
2026-05-11,115.1789,115.9581,114.4878,115.2665,115.2665,2134402
2026-05-12,116.0656,116.9170,115.3692,116.2196,116.2196,2143365
2026-05-13,116.9759,117.8910,116.2740,117.1878,117.1878,2151264
2026-05-14,117.8619,118.8280,117.1547,118.1193,118.1193,2158262
2026-05-15,118.6776,119.6786,117.9655,118.9649,118.9649,2164546
2026-05-18,119.3834,120.4007,118.6671,119.6826,119.6826,2170323
2026-05-19,119.9498,120.9633,119.2301,120.2419,120.2419,2175814
2026-05-20,120.3599,121.3500,119.6377,120.6262,120.6262,2181247
2026-05-21,120.6109,121.5594,119.8873,120.8344,120.8344,2186854
2026-05-22,120.7141,121.6057,119.9898,120.8804,120.8804,2192860
2026-05-26,120.6926,121.5160,119.9685,120.7912,120.7912,2199480
2026-05-27,120.5791,121.3276,119.8556,120.6040,120.6040,2206910
2026-05-28,120.4116,121.1341,119.6393,120.3615,120.3615,2215327
2026-05-29,120.2291,120.9505,119.3868,120.1075,120.1075,2224878
2026-06-01,120.0673,120.7877,119.1625,119.8818,119.8818,2001930
2026-06-02,119.9542,120.6739,118.9982,119.7165,119.7165,2014063
2026-06-03,119.9073,120.6267,118.9144,119.6322,119.6322,2027574
2026-06-04,119.9319,120.6515,118.9186,119.6364,119.6364,2042468
2026-06-05,120.0207,120.7408,119.0045,119.7228,119.7228,2058714
2026-06-08,120.1548,120.8758,119.1537,119.8730,119.8730,2076243
2026-06-09,120.3069,121.0288,119.3383,120.0586,120.0586,2094950
2026-06-10,120.4446,121.1673,119.5239,120.2454,120.2454,2114698
2026-06-11,120.5350,121.2583,119.6752,120.3976,120.3976,2135320
2026-06-12,120.5493,121.2726,119.7594,120.4823,120.4823,2156625
2026-06-15,120.4668,121.1973,119.7440,120.4745,120.4745,2178406
2026-06-16,120.2778,121.0818,119.5561,120.3597,120.3597,2200438
2026-06-17,119.9862,120.8577,119.2663,120.1369,120.1369,2222493
2026-06-18,119.6093,120.5380,118.8917,119.8191,119.8191,2244341
2026-06-22,119.1772,120.1491,118.4621,119.4325,119.4325,2265756
2026-06-23,118.7297,119.7284,118.0173,119.0143,119.0143,2286526
2026-06-24,118.3129,119.3208,117.6030,118.6091,118.6091,2306458
2026-06-25,117.9749,118.9740,117.2670,118.2644,118.2644,2091629
2026-06-26,117.7604,118.7336,117.0539,118.0255,118.0255,2109397
2026-06-29,117.7067,118.6388,117.0004,117.9312,117.9312,2125899
2026-06-30,117.8391,118.7175,117.1320,118.0095,118.0095,2141060
2026-07-01,118.1685,118.9839,117.4594,118.2743,118.2743,2154841
2026-07-02,118.6897,119.4364,117.9776,118.7241,118.7241,2167240
2026-07-06,119.3819,120.0982,118.6260,119.3420,119.3420,2178296
2026-07-07,120.2098,120.9310,119.3767,120.0973,120.0973,2188082
2026-07-08,121.1273,121.8541,120.2225,120.9482,120.9482,2196709
2026-07-09,122.0820,122.8145,121.1154,121.8465,121.8465,2204319
2026-07-10,123.0199,123.7581,122.0054,122.7419,122.7419,2211081
2026-07-13,123.8909,124.6342,122.8458,123.5873,123.5873,2217190
2026-07-14,124.6534,125.4013,123.5971,124.3431,124.3431,2222858
2026-07-15,125.2783,126.0300,124.2312,124.9811,124.9811,2228307
2026-07-16,125.7517,126.5062,124.7336,125.4865,125.4865,2233769
2026-07-17,126.0755,126.8320,125.1041,125.8593,125.8593,2239472
2026-07-20,126.2665,127.0241,125.3566,126.1133,126.1133,2245641
2026-07-21,126.3542,127.1123,125.5161,126.2738,126.2738,2018734
2026-07-22,126.3766,127.1349,125.6160,126.3742,126.3742,2026445
2026-07-23,126.3761,127.2107,125.6178,126.4520,126.4520,2035188
2026-07-24,126.3938,127.3026,125.6354,126.5434,126.5434,2045105
2026-07-27,126.4654,127.4396,125.7066,126.6795,126.6795,2056300
2026-07-28,126.6165,127.6434,125.8568,126.8821,126.8821,2068845
2026-07-29,126.8600,127.9238,126.0988,127.1609,127.1609,2082773
2026-07-30,127.1946,128.2774,126.4314,127.5124,127.5124,2098080
2026-07-31,127.6048,128.6875,126.8392,127.9199,127.9199,2114721
2026-08-03,128.0629,129.1258,127.2945,128.3557,128.3557,2132616
2026-08-04,128.5315,129.5562,127.7603,128.7835,128.7835,2151652
2026-08-05,128.9682,129.9383,128.1943,129.1633,129.1633,2171682
2026-08-06,129.3300,130.2325,128.5540,129.4558,129.4558,2192530
2026-08-07,129.5785,130.4044,128.8010,129.6266,129.6266,2214002
2026-08-10,129.6840,130.4621,128.8735,129.6514,129.6514,2235882
2026-08-11,129.6296,130.4073,128.7411,129.5183,129.5183,2257945
2026-08-12,129.4127,130.1892,128.4547,129.2301,129.2301,2279962
2026-08-13,129.0468,129.8211,128.0319,128.8047,128.8047,2067952
2026-08-14,128.5596,129.3309,127.5040,128.2736,128.2736,2089195
2026-08-17,127.9909,128.7589,126.9133,127.6794,127.6794,2109733
2026-08-18,127.3890,128.1534,126.3091,127.0715,127.0715,2129377
2026-08-19,126.8056,127.5665,125.7427,126.5017,126.5017,2147965
2026-08-20,126.2909,127.0486,125.2629,126.0190,126.0190,2165362
2026-08-21,125.8885,126.6438,124.9112,125.6652,125.6652,2181467
2026-08-24,125.6319,126.3856,124.7176,125.4704,125.4704,2196216
2026-08-25,125.5407,126.2939,124.6981,125.4508,125.4508,2209579
2026-08-26,125.6199,126.3736,124.8535,125.6071,125.6071,2221568
2026-08-27,125.8597,126.6807,125.1046,125.9252,125.9252,2232232
2026-08-28,126.2374,127.1357,125.4799,126.3774,126.3774,2241657
2026-08-31,126.7200,127.6882,125.9597,126.9267,126.9267,2249962
2026-09-01,127.2690,128.2952,126.5054,127.5301,127.5301,2257297
2026-09-02,127.8442,128.9127,127.0771,128.1438,128.1438,2263842
2026-09-03,128.4084,129.5006,127.6380,128.7282,128.7282,2269795
2026-09-04,128.9316,130.0271,128.1580,129.2516,129.2516,2275372
2026-09-08,129.3935,130.4717,128.6171,129.6936,129.6936,2047051
2026-09-09,129.7860,130.8274,129.0073,130.0471,130.0471,2052562
2026-09-10,130.1133,131.1006,129.3326,130.3187,130.3187,2058382
2026-09-11,130.3905,131.3104,129.6081,130.5272,130.5272,2064733
2026-09-14,130.6418,131.4853,129.8580,130.7011,130.7011,2071818
2026-09-15,130.8969,131.6822,130.0895,130.8747,130.8747,2079823
