trade_date,open,high,low,close,adjusted_close,volume
2026-03-30,212.4407,213.7153,210.8437,212.1164,212.1164,1640135
2026-03-31,213.0346,214.3128,211.5465,212.8235,212.8235,1646548
2026-04-01,213.5795,214.8610,212.2146,213.4956,213.4956,1653715
2026-04-02,214.0748,215.4087,212.7904,214.1240,214.1240,1661819
2026-04-06,214.5225,215.9908,213.2354,214.7026,214.7026,1671015
2026-04-07,214.9274,216.5191,213.6379,215.2277,215.2277,1681430
2026-04-08,215.2963,216.9928,214.0045,215.6986,215.6986,1693156
2026-04-09,215.6375,217.4137,214.3437,216.1170,216.1170,1706250
2026-04-10,215.9602,217.7863,214.6645,216.4874,216.4874,1720730
2026-04-13,216.2741,218.1170,214.9765,216.8161,216.8161,1502825
2026-04-14,216.5886,218.4142,215.2891,217.1115,217.1115,1519977
2026-04-15,216.9124,218.6880,215.6109,217.3837,217.3837,1538342
2026-04-16,217.2530,218.9490,215.9495,217.6432,217.6432,1557793
2026-04-17,217.6167,219.2087,216.3110,217.9013,217.9013,1578171
2026-04-20,218.0081,219.4780,216.7000,218.1690,218.1690,1599292
2026-04-21,218.4298,219.7676,217.1192,218.4568,218.4568,1620953
2026-04-22,218.8828,220.1961,217.4612,218.7739,218.7739,1642933
2026-04-23,219.3663,220.6825,217.8130,219.1278,219.1278,1665006
2026-04-24,219.8778,221.1970,218.2069,219.5240,219.5240,1686940
2026-04-27,220.4133,221.7358,218.6461,219.9659,219.9659,1708508
2026-04-28,220.9678,222.2936,219.1313,220.4540,220.4540,1729494
2026-04-29,221.5349,222.8641,219.6605,220.9865,220.9865,1749697
2026-04-30,222.1079,223.4405,220.2293,221.5586,221.5586,1768939
2026-05-01,222.6793,224.0154,220.8305,222.1635,222.1635,1787067
2026-05-04,223.2418,224.5812,221.4548,222.7916,222.7916,1803959
2026-05-05,223.7878,225.1305,222.0911,223.4317,223.4317,1819530
2026-05-06,224.3102,225.6561,222.7266,224.0710,224.0710,1599978
2026-05-07,224.8024,226.1512,223.3475,224.6957,224.6957,1612791
2026-05-08,225.2582,226.6431,223.9066,225.2913,225.2913,1624244
2026-05-11,225.6720,227.1987,224.3180,225.8436,225.8436,1634402
2026-05-12,226.0390,227.6970,224.6827,226.3390,226.3390,1643365
2026-05-13,226.3547,228.1255,224.9966,226.7649,226.7649,1651264
2026-05-14,226.6156,228.4732,225.2559,227.1106,227.1106,1658262
2026-05-15,226.8184,228.7316,225.4574,227.3674,227.3674,1664546
2026-05-18,226.9605,228.8945,225.5988,227.5293,227.5293,1670323
2026-05-19,227.0401,228.9586,225.6779,227.5931,227.5931,1675814
2026-05-20,227.0560,228.9238,225.6936,227.5585,227.5585,1681247
2026-05-21,227.0077,228.7929,225.6456,227.4283,227.4283,1686854
2026-05-22,226.8958,228.5717,225.5345,227.2084,227.2084,1692860
2026-05-26,226.7224,228.2691,225.3620,226.9077,226.9077,1699480
2026-05-27,226.4905,227.8965,225.1315,226.5373,226.5373,1706910
2026-05-28,226.2050,227.5622,224.7542,226.1109,226.1109,1715327
2026-05-29,225.8725,227.2277,224.2900,225.6439,225.6439,1724878
2026-06-01,225.5011,226.8541,223.8019,225.1528,225.1528,1501930
2026-06-02,225.1009,226.4515,223.3071,224.6550,224.6550,1514063
2026-06-03,224.6833,226.0314,222.8229,224.1679,224.1679,1527574
2026-06-04,224.2612,225.6067,222.3662,223.7085,223.7085,1542468
2026-06-05,223.8481,225.1912,221.9527,223.2925,223.2925,1558714
2026-06-08,223.4585,224.7992,221.5967,222.9343,222.9343,1576243
2026-06-09,223.1064,224.4451,221.3101,222.6459,222.6459,1594950
2026-06-10,222.8057,224.1426,221.1026,222.4373,222.4373,1614698
2026-06-11,222.5690,223.9044,220.9813,222.3152,222.3152,1635320
2026-06-12,222.4074,223.7418,220.9500,222.2837,222.2837,1656625
2026-06-15,222.3296,223.6780,220.9957,222.3439,222.3439,1678406
2026-06-16,222.3424,223.8287,221.0083,222.4938,222.4938,1700438
2026-06-17,222.4491,224.0649,221.1144,222.7285,222.7285,1722493
2026-06-18,222.6503,224.3790,221.3144,223.0407,223.0407,1744341
2026-06-22,222.9434,224.7615,221.6057,223.4210,223.4210,1765756
2026-06-23,223.3224,225.2010,221.9825,223.8578,223.8578,1786526
2026-06-24,223.7785,225.6848,222.4358,224.3387,224.3387,1806458
2026-06-25,224.3000,226.1995,222.9542,224.8504,224.8504,1591629
2026-06-26,224.8731,226.7315,223.5238,225.3792,225.3792,1609397
2026-06-29,225.4820,227.2677,224.1291,225.9122,225.9122,1625899
2026-06-30,226.1100,227.7957,224.7534,226.4371,226.4371,1641060
2026-07-01,226.7402,228.3048,225.3797,226.9432,226.9432,1654841
2026-07-02,227.3558,228.7861,225.9917,227.4215,227.4215,1667240
2026-07-06,227.9416,229.3093,226.4983,227.8655,227.8655,1678296
2026-07-07,228.4844,229.8553,226.9010,228.2706,228.2706,1688082
2026-07-08,228.9739,230.3477,227.2634,228.6352,228.6352,1696709
2026-07-09,229.4029,230.7793,227.5865,228.9602,228.9602,1704319
2026-07-10,229.7683,231.1469,227.8735,229.2490,229.2490,1711081
2026-07-13,230.0709,231.4514,228.1301,229.5071,229.5071,1717190
2026-07-14,230.3157,231.6976,228.3640,229.7425,229.7425,1722858
2026-07-15,230.5113,231.8944,228.5846,229.9644,229.9644,1728307
2026-07-16,230.6700,232.0541,228.8024,230.1835,230.1835,1733769
2026-07-17,230.8068,232.1917,229.0286,230.4110,230.4110,1739472
2026-07-20,230.9388,232.3244,229.2745,230.6585,230.6585,1745641
2026-07-21,231.0840,232.4705,229.5513,230.9370,230.9370,1518734
2026-07-22,231.2609,232.6485,229.8691,231.2566,231.2566,1526445
2026-07-23,231.4871,233.0159,230.0982,231.6261,231.6261,1535188
2026-07-24,231.7782,233.4448,230.3875,232.0525,232.0525,1545105
2026-07-27,232.1471,233.9354,230.7542,232.5402,232.5402,1556300
2026-07-28,232.6035,234.4900,231.2078,233.0914,233.0914,1568845
2026-07-29,233.1525,235.1078,231.7536,233.7056,233.7056,1582773
2026-07-30,233.7952,235.7856,232.3924,234.3793,234.3793,1598080
2026-07-31,234.5273,236.5171,233.1201,235.1064,235.1064,1614721
2026-08-03,235.3402,237.2935,233.9282,235.8783,235.8783,1632616
2026-08-04,236.2206,238.1038,234.8032,236.6837,236.6837,1651652
2026-08-05,237.1509,238.9349,235.7280,237.5098,237.5098,1671682
2026-08-06,238.1105,239.7721,236.6818,238.3420,238.3420,1692530
2026-08-07,239.0759,240.5997,237.6415,239.1647,239.1647,1714002
2026-08-10,240.0223,241.4624,238.5221,239.9619,239.9619,1735882
2026-08-11,240.9244,242.3699,239.2732,240.7175,240.7175,1757945
2026-08-12,241.7577,243.2082,239.9679,241.4164,241.4164,1779962
2026-08-13,242.4995,243.9545,240.5923,242.0446,242.0446,1567952
2026-08-14,243.1305,244.5893,241.1342,242.5898,242.5898,1589195
2026-08-17,243.6350,245.0968,241.5838,243.0420,243.0420,1609733
2026-08-18,244.0022,245.4662,241.9337,243.3940,243.3940,1629377
2026-08-19,244.2266,245.6920,242.1794,243.6412,243.6412,1647965
2026-08-20,244.3082,245.7740,242.3197,243.7823,243.7823,1665362
2026-08-21,244.2524,245.7179,242.3562,243.8191,243.8191,1681467
2026-08-24,244.0700,245.5345,242.2938,243.7564,243.7564,1696216
2026-08-25,243.7765,245.2392,242.1403,243.6019,243.6019,1709579
2026-08-26,243.3910,244.8514,241.9060,243.3662,243.3662,1721568
2026-08-27,242.9358,244.5204,241.4781,243.0620,243.0620,1732232
2026-08-28,242.4348,244.1600,240.9802,242.7037,242.7037,1741657
2026-08-31,241.9128,243.7612,240.4613,242.3073,242.3073,1749962
2026-09-01,241.3941,243.3406,239.9458,241.8893,241.8893,1757297
2026-09-02,240.9017,242.9152,239.4563,241.4664,241.4664,1763842
2026-09-03,240.4559,242.5012,239.0132,241.0548,241.0548,1769795
2026-09-04,240.0741,242.1140,238.6336,240.6700,240.6700,1775372
2026-09-08,239.7695,241.7675,238.3309,240.3256,240.3256,1547051
2026-09-09,239.5515,241.4736,238.1142,240.0334,240.0334,1552562
2026-09-10,239.4247,241.2416,237.9882,239.8027,239.8027,1558382
2026-09-11,239.3895,241.0784,237.9532,239.6405,239.6405,1564733
2026-09-14,239.4421,240.9880,238.0055,239.5507,239.5507,1571818
2026-09-15,239.5748,241.0123,238.0971,239.5343,239.5343,1579823
