trade_date,open,high,low,close,adjusted_close,volume
2026-06-18,537.6680,541.8425,534.4420,538.6108,538.6108,4244341
2026-06-22,538.3804,542.7710,535.1501,539.5338,539.5338,4265756
2026-06-23,539.2149,543.7508,535.9796,540.5077,540.5077,4286526
2026-06-24,540.1595,544.7609,536.9185,541.5119,541.5119,4306458
2026-06-25,541.1945,545.7776,537.9473,542.5224,542.5224,4091629
2026-06-26,542.2936,546.7753,539.0398,543.5142,543.5142,4109397
2026-06-29,543.4249,547.7285,540.1644,544.4617,544.4617,4125899
2026-06-30,544.5531,548.6128,541.2858,545.3408,545.3408,4141060
2026-07-01,545.6412,549.4065,542.3673,546.1297,546.1297,4154841
2026-07-02,546.6525,550.0915,543.3726,546.8106,546.8106,4167240
2026-07-06,547.5533,550.8386,544.0862,547.3704,547.3704,4178296
2026-07-07,548.3144,551.6043,544.5144,547.8012,547.8012,4188082
2026-07-08,548.9132,552.2066,544.8128,548.1014,548.1014,4196709
2026-07-09,549.3349,552.6309,544.9852,548.2749,548.2749,4204319
2026-07-10,549.5737,552.8712,545.0416,548.3316,548.3316,4211081
2026-07-13,549.6331,552.9309,544.9965,548.2862,548.2862,4217190
2026-07-14,549.5255,552.8226,544.8689,548.1578,548.1578,4222858
2026-07-15,549.2717,552.5673,544.6806,547.9684,547.9684,4228307
2026-07-16,548.8997,552.1931,544.4554,547.7419,547.7419,4233769
2026-07-17,548.4429,551.7336,544.2174,547.5024,547.5024,4239472
2026-07-20,547.9382,551.2258,543.9896,547.2732,547.2732,4245641
2026-07-21,547.4237,550.7082,543.7929,547.0754,547.0754,4018734
2026-07-22,546.9367,550.2183,543.6448,546.9264,546.9264,4026445
2026-07-23,546.5114,550.1207,543.2323,546.8397,546.8397,4035188
2026-07-24,546.1772,550.1045,542.9002,546.8236,546.8236,4045105
2026-07-27,545.9570,550.1627,542.6812,546.8814,546.8814,4056300
2026-07-28,545.8659,550.2932,542.5908,547.0111,547.0111,4068845
2026-07-29,545.9110,550.4892,542.6356,547.2060,547.2060,4082773
2026-07-30,546.0907,550.7398,542.8141,547.4551,547.4551,4098080
2026-07-31,546.3952,551.0309,543.1168,547.7444,547.7444,4114721
2026-08-03,546.8075,551.3459,543.5266,548.0576,548.0576,4132616
2026-08-04,547.3045,551.6679,544.0207,548.3777,548.3777,4151652
2026-08-05,547.8588,551.9801,544.5716,548.6879,548.6879,4171682
2026-08-06,548.4402,552.2674,545.1495,548.9735,548.9735,4192530
2026-08-07,549.0183,552.5176,545.7242,549.2223,549.2223,4214002
2026-08-10,549.5643,552.8617,546.1294,549.4259,549.4259,4235882
2026-08-11,550.0529,553.3532,546.2831,549.5806,549.5806,4257945
2026-08-12,550.4642,553.7670,546.3891,549.6873,549.6873,4279962
2026-08-13,550.7852,554.0899,546.4533,549.7519,549.7519,4067952
2026-08-14,551.0105,554.3165,546.4863,549.7850,549.7850,4089195
2026-08-17,551.1427,554.4495,546.5025,549.8013,549.8013,4109733
2026-08-18,551.1926,554.4997,546.5197,549.8187,549.8187,4129377
2026-08-19,551.1782,554.4853,546.5580,549.8572,549.8572,4147965
2026-08-20,551.1239,554.4306,546.6381,549.9377,549.9377,4165362
2026-08-21,551.0584,554.3648,546.7804,550.0809,550.0809,4181467
2026-08-24,551.0135,554.3195,547.0035,550.3053,550.3053,4196216
2026-08-25,551.0213,554.3275,547.3230,550.6268,550.6268,4209579
2026-08-26,551.1130,554.4197,547.7506,551.0569,551.0569,4221568
2026-08-27,551.3159,554.9121,548.0080,551.6025,551.6025,4232232
2026-08-28,551.6525,555.5782,548.3426,552.2646,552.2646,4241657
2026-08-31,552.1382,556.3569,548.8254,553.0387,553.0387,4249962
2026-09-01,552.7807,557.2381,549.4640,553.9146,553.9146,4257297
2026-09-02,553.5792,558.2060,550.2577,554.8768,554.8768,4263842
2026-09-03,554.5242,559.2407,551.1970,555.9053,555.9053,4269795
2026-09-04,555.5976,560.3186,552.2640,556.9767,556.9767,4275372
2026-09-08,556.7741,561.4137,553.4335,558.0653,558.0653,4047051
2026-09-09,558.0220,562.4993,554.6739,559.1445,559.1445,4052562
2026-09-10,559.3050,563.5492,555.9491,560.1881,560.1881,4058382
2026-09-11,560.5841,564.5389,557.2206,561.1719,561.1719,4064733
2026-09-14,561.8200,565.4472,558.4491,562.0748,562.0748,4071818
2026-09-15,562.9751,566.3529,559.5026,562.8799,562.8799,4079823
